index,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__AEGEAN-169_marine_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,d__Bacteria;p__Firmicutes;__;__;__,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae,d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__RF39,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010,d__Bacteria;p__Firmicutes;c__Clostridia;__;__,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__p-2534-18B5_gut_group,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae,d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;__,d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae,d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;__;__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,d__Bacteria;p__Proteobacteria;__;__;__,d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__Gastranaerophilales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium]_methylpentosum_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Anaerofustaceae,d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__uncultured,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;__,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__vadinBE97,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriales_Incertae_Sedis,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_RF16_group,d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospirales,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__uncultured,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;__,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae,d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Sedimentibacteraceae,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,d__Bacteria;p__Firmicutes;c__Incertae_Sedis;o__DTU014;f__DTU014,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Oligosphaeraceae,d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae
human-18105021,1051.0,786.0,0.0,22845.0,13049.0,0.0,8792.0,0.0,6.0,2807.0,0.0,3169.0,29.0,0.0,0.0,528.0,1246.0,0.0,0.0,107.0,138.0,108.0,952.0,30.0,0.0,0.0,0.0,6.0,0.0,2031.0,327.0,49.0,0.0,2132.0,891.0,662.0,0.0,2327.0,0.0,0.0,156.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,745.0,0.0,0.0,50.0,0.0,0.0,2825.0,23.0,4.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human-18105022,3973.0,0.0,0.0,16593.0,10293.0,0.0,11976.0,0.0,0.0,2548.0,0.0,4958.0,276.0,1133.0,12.0,575.0,1290.0,0.0,0.0,45.0,36.0,96.0,80.0,561.0,0.0,0.0,47.0,52.0,50.0,772.0,1787.0,321.0,0.0,2745.0,45.0,968.0,1950.0,0.0,0.0,26.0,293.0,0.0,0.0,83.0,0.0,0.0,1190.0,0.0,0.0,0.0,0.0,0.0,502.0,0.0,0.0,8491.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,29.0,23.0,8.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,559.0,0.0,0.0,0.0,0.0
human-18105023,2325.0,528.0,0.0,9960.0,12099.0,0.0,11044.0,2120.0,4.0,824.0,0.0,5938.0,1106.0,0.0,0.0,55.0,123.0,0.0,0.0,4848.0,162.0,172.0,0.0,1056.0,0.0,0.0,0.0,71.0,4177.0,1146.0,1363.0,94.0,0.0,17.0,877.0,527.0,155.0,0.0,11.0,7.0,185.0,0.0,11.0,32.0,11.0,0.0,0.0,0.0,0.0,1527.0,0.0,0.0,605.0,0.0,0.0,5409.0,20.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,71.0,0.0,36.0,0.0,0.0,0.0,0.0,6.0,30.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1795.0,20.0,0.0,0.0,0.0
human-18105024,287.0,0.0,0.0,8033.0,9986.0,0.0,19116.0,0.0,3.0,0.0,0.0,105.0,0.0,17209.0,0.0,573.0,2848.0,0.0,2.0,131.0,67.0,0.0,2846.0,0.0,0.0,22.0,0.0,0.0,58.0,752.0,322.0,0.0,0.0,2526.0,2235.0,0.0,0.0,27.0,0.0,0.0,216.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,133.0,23.0,0.0,0.0,0.0,0.0,53.0,0.0,195.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
human-18105025,1270.0,5991.0,0.0,22007.0,19667.0,0.0,16915.0,0.0,0.0,3027.0,0.0,0.0,6.0,379.0,0.0,852.0,60.0,0.0,0.0,1654.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1487.0,221.0,150.0,0.0,88.0,73.0,1782.0,1170.0,67.0,0.0,0.0,651.0,0.0,41.0,172.0,394.0,0.0,0.0,0.0,0.0,2223.0,0.0,0.0,62.0,0.0,0.0,4999.0,19.0,0.0,0.0,0.0,73.0,0.0,3.0,21.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
pig-SRR27430951,3142.0,0.0,274.0,7603.0,55.0,25.0,2844.0,0.0,118.0,0.0,0.0,285.0,408.0,8978.0,0.0,1002.0,1728.0,0.0,0.0,0.0,55.0,0.0,5292.0,574.0,989.0,0.0,361.0,268.0,24.0,169.0,473.0,323.0,0.0,7.0,476.0,0.0,95.0,0.0,0.0,0.0,0.0,551.0,0.0,70.0,0.0,6.0,0.0,111.0,0.0,0.0,12.0,0.0,0.0,0.0,38.0,15.0,0.0,33.0,56.0,176.0,0.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,0.0,0.0,263.0,28.0,26.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pig-SRR27430952,2686.0,0.0,233.0,8412.0,104.0,0.0,3267.0,0.0,120.0,0.0,0.0,126.0,410.0,9599.0,2.0,209.0,8203.0,51.0,0.0,0.0,71.0,0.0,10945.0,603.0,1876.0,0.0,209.0,92.0,53.0,165.0,844.0,588.0,53.0,0.0,483.0,0.0,162.0,0.0,4.0,6.0,0.0,404.0,0.0,71.0,0.0,22.0,0.0,100.0,0.0,0.0,27.0,49.0,0.0,0.0,15.0,8.0,0.0,34.0,139.0,541.0,0.0,0.0,0.0,8.0,20.0,0.0,0.0,0.0,6.0,9.0,155.0,12.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,29.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pig-SRR27430953,4296.0,22.0,135.0,16110.0,30.0,124.0,4330.0,0.0,275.0,5.0,0.0,426.0,1237.0,6646.0,30.0,24.0,664.0,0.0,0.0,0.0,32.0,0.0,2566.0,1323.0,831.0,0.0,1247.0,283.0,0.0,69.0,720.0,687.0,0.0,3.0,1231.0,0.0,44.0,0.0,3.0,400.0,0.0,1264.0,0.0,76.0,0.0,43.0,18.0,196.0,0.0,0.0,318.0,31.0,0.0,0.0,0.0,115.0,0.0,15.0,65.0,237.0,0.0,0.0,0.0,0.0,4.0,0.0,78.0,0.0,0.0,5.0,258.0,65.0,0.0,0.0,0.0,37.0,4.0,0.0,123.0,17.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0
pig-SRR27430954,681.0,14.0,132.0,9404.0,4.0,16.0,1124.0,0.0,96.0,0.0,0.0,44.0,101.0,8196.0,61.0,40.0,376.0,0.0,0.0,2.0,5.0,0.0,1316.0,496.0,270.0,0.0,91.0,101.0,6.0,53.0,297.0,408.0,0.0,12.0,261.0,0.0,15.0,0.0,0.0,21.0,0.0,422.0,0.0,3.0,0.0,0.0,0.0,75.0,33.0,0.0,83.0,0.0,0.0,2.0,0.0,200.0,0.0,0.0,42.0,653.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,35.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
pig-SRR27430955,1627.0,0.0,293.0,8737.0,72.0,0.0,6715.0,0.0,129.0,0.0,4.0,367.0,167.0,9226.0,6.0,488.0,2563.0,0.0,0.0,0.0,35.0,0.0,3293.0,764.0,883.0,0.0,151.0,87.0,0.0,75.0,287.0,280.0,0.0,0.0,534.0,0.0,79.0,0.0,5.0,11.0,0.0,427.0,0.0,104.0,0.0,6.0,0.0,49.0,16.0,0.0,35.0,9.0,0.0,0.0,65.0,0.0,0.0,13.0,58.0,309.0,0.0,0.0,0.0,0.0,28.0,0.0,9.0,0.0,0.0,0.0,52.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
